device_name,sensor_type,timestamp,reading_value
projectA_60307052_60306981,temperature,2026-06-02 08:08:13.002662+00:00,32.77283477783203
projectA_60307052_60306981,temperature,2026-06-02 08:08:15.015030+00:00,32.75480651855469
projectA_60307052_60306981,temperature,2026-06-02 08:08:17.112661+00:00,32.77283477783203
projectA_60307052_60306981,temperature,2026-06-02 08:08:18.975632+00:00,32.736778259277344
projectA_60307052_60306981,temperature,2026-06-02 08:08:21.118115+00:00,32.71875
projectA_60307052_60306981,temperature,2026-06-02 08:08:25.121091+00:00,32.66466522216797
projectA_60307052_60306981,temperature,2026-06-02 08:08:27.265326+00:00,32.700721740722656
projectA_60307052_60306981,temperature,2026-06-02 08:08:31.405674+00:00,32.64663314819336
projectA_60307052_60306981,temperature,2026-06-02 08:08:33.323290+00:00,32.68269348144531
projectA_60307052_60306981,temperature,2026-06-02 08:08:35.447498+00:00,32.66466522216797
projectA_60307052_60306981,temperature,2026-06-02 08:08:37.396537+00:00,32.64663314819336
projectA_60307052_60306981,temperature,2026-06-02 08:08:39.488930+00:00,32.628604888916016
projectA_60307052_60306981,temperature,2026-06-02 08:08:41.605020+00:00,32.64663314819336
projectA_60307052_60306981,temperature,2026-06-02 08:08:43.663000+00:00,32.61057662963867
projectA_60307052_60306981,temperature,2026-06-02 08:08:49.681156+00:00,32.59254837036133
projectA_60307052_60306981,temperature,2026-06-02 08:08:51.729366+00:00,32.52043151855469
projectA_60307052_60306981,temperature,2026-06-02 08:08:55.829128+00:00,32.59254837036133
projectA_60307052_60306981,temperature,2026-06-02 08:08:57.872737+00:00,32.53845977783203
projectA_60307052_60306981,temperature,2026-06-02 08:08:59.997678+00:00,32.52043151855469
projectA_60307052_60306981,temperature,2026-06-02 08:09:04.017259+00:00,32.53845977783203
projectA_60307052_60306981,temperature,2026-06-02 08:09:06.064043+00:00,32.502403259277344
projectA_60307052_60306981,temperature,2026-06-02 08:09:08.199447+00:00,32.52043151855469
projectA_60307052_60306981,temperature,2026-06-02 08:09:10.196047+00:00,32.484375
projectA_60307052_60306981,temperature,2026-06-02 08:09:12.208298+00:00,32.466346740722656
projectA_60307052_60306981,temperature,2026-06-02 08:09:14.280129+00:00,32.484375
projectA_60307052_60306981,temperature,2026-06-02 08:09:16.350285+00:00,32.466346740722656
projectA_60307052_60306981,temperature,2026-06-02 08:09:18.373482+00:00,32.44831848144531
projectA_60307052_60306981,temperature,2026-06-02 08:09:20.420130+00:00,32.43029022216797
projectA_60307052_60306981,temperature,2026-06-02 08:09:22.602277+00:00,32.466346740722656
projectA_60307052_60306981,temperature,2026-06-02 08:09:24.604393+00:00,32.43029022216797
projectA_60307052_60306981,temperature,2026-06-02 08:09:26.544944+00:00,32.41225814819336
projectA_60307052_60306981,temperature,2026-06-02 08:09:28.593501+00:00,32.43029022216797
projectA_60307052_60306981,temperature,2026-06-02 08:09:32.690086+00:00,32.394229888916016
projectA_60307052_60306981,temperature,2026-06-02 08:09:36.785538+00:00,32.37620162963867
projectA_60307052_60306981,temperature,2026-06-02 08:09:40.880303+00:00,32.340145111083984
projectA_60307052_60306981,temperature,2026-06-02 08:09:42.928697+00:00,32.35817337036133
projectA_60307052_60306981,temperature,2026-06-02 08:09:49.074189+00:00,32.37620162963867
projectA_60307052_60306981,temperature,2026-06-02 08:09:51.194525+00:00,32.340145111083984
projectA_60307052_60306981,temperature,2026-06-02 08:09:55.220413+00:00,32.30408477783203
projectA_60307052_60306981,temperature,2026-06-02 08:09:57.265271+00:00,32.28605651855469
projectA_60307052_60306981,temperature,2026-06-02 08:09:59.313428+00:00,32.30408477783203
projectA_60307052_60306981,temperature,2026-06-02 08:10:01.381271+00:00,32.322113037109375
projectA_60307052_60306981,temperature,2026-06-02 08:10:07.508863+00:00,32.268028259277344
projectA_60307052_60306981,temperature,2026-06-02 08:10:09.456353+00:00,32.28605651855469
projectA_60307052_60306981,temperature,2026-06-02 08:10:11.604977+00:00,32.268028259277344
projectA_60307052_60306981,temperature,2026-06-02 08:10:13.674727+00:00,32.28605651855469
projectA_60307052_60306981,temperature,2026-06-02 08:10:15.696947+00:00,32.25
projectA_60307052_60306981,temperature,2026-06-02 08:10:17.747152+00:00,32.231971740722656
projectA_60307052_60306981,temperature,2026-06-02 08:10:19.793869+00:00,32.268028259277344
projectA_60307052_60306981,temperature,2026-06-02 08:10:21.841868+00:00,32.25
projectA_60307052_60306981,temperature,2026-06-02 08:10:23.889260+00:00,32.231971740722656
projectA_60307052_60306981,temperature,2026-06-02 08:10:27.902635+00:00,32.21394348144531
projectA_60307052_60306981,temperature,2026-06-02 08:10:34.027054+00:00,32.17788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:10:38.131648+00:00,32.19591522216797
projectA_60307052_60306981,temperature,2026-06-02 08:10:40.178466+00:00,32.17788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:10:42.219019+00:00,32.159854888916016
projectA_60307052_60306981,temperature,2026-06-02 08:10:46.315502+00:00,32.14182662963867
projectA_60307052_60306981,temperature,2026-06-02 08:10:48.365090+00:00,32.17788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:10:50.419354+00:00,32.14182662963867
projectA_60307052_60306981,temperature,2026-06-02 08:10:54.508245+00:00,32.12379837036133
projectA_60307052_60306981,temperature,2026-06-02 08:10:56.583632+00:00,32.087738037109375
projectA_60307052_60306981,temperature,2026-06-02 08:10:58.607703+00:00,32.105770111083984
projectA_60307052_60306981,temperature,2026-06-02 08:11:00.611123+00:00,32.14182662963867
projectA_60307052_60306981,temperature,2026-06-02 08:11:02.699516+00:00,32.105770111083984
projectA_60307052_60306981,temperature,2026-06-02 08:11:06.796017+00:00,32.087738037109375
projectA_60307052_60306981,temperature,2026-06-02 08:11:08.846559+00:00,32.105770111083984
projectA_60307052_60306981,temperature,2026-06-02 08:11:13.010530+00:00,32.087738037109375
projectA_60307052_60306981,temperature,2026-06-02 08:11:15.093320+00:00,32.105770111083984
projectA_60307052_60306981,temperature,2026-06-02 08:11:17.159813+00:00,32.06970977783203
projectA_60307052_60306981,temperature,2026-06-02 08:11:21.191869+00:00,32.05168151855469
projectA_60307052_60306981,temperature,2026-06-02 08:11:23.180129+00:00,32.087738037109375
projectA_60307052_60306981,temperature,2026-06-02 08:11:25.230102+00:00,32.06970977783203
projectA_60307052_60306981,temperature,2026-06-02 08:11:29.499474+00:00,32.033653259277344
projectA_60307052_60306981,temperature,2026-06-02 08:11:37.521789+00:00,32.015625
projectA_60307052_60306981,temperature,2026-06-02 08:11:39.564159+00:00,31.997596740722656
projectA_60307052_60306981,temperature,2026-06-02 08:11:46.110966+00:00,31.961538314819336
projectA_60307052_60306981,temperature,2026-06-02 08:11:47.815187+00:00,32.015625
projectA_60307052_60306981,temperature,2026-06-02 08:11:49.803963+00:00,31.961538314819336
projectA_60307052_60306981,temperature,2026-06-02 08:11:53.903578+00:00,31.94350814819336
projectA_60307052_60306981,temperature,2026-06-02 08:12:02.091770+00:00,31.925479888916016
projectA_60307052_60306981,temperature,2026-06-02 08:12:04.154518+00:00,31.94350814819336
projectA_60307052_60306981,temperature,2026-06-02 08:12:06.193582+00:00,31.925479888916016
projectA_60307052_60306981,temperature,2026-06-02 08:12:10.300879+00:00,31.907451629638672
projectA_60307052_60306981,temperature,2026-06-02 08:12:20.738410+00:00,31.889423370361328
projectA_60307052_60306981,temperature,2026-06-02 08:12:26.569113+00:00,31.925479888916016
projectA_60307052_60306981,temperature,2026-06-02 08:12:28.701732+00:00,31.907451629638672
projectA_60307052_60306981,temperature,2026-06-02 08:12:30.689998+00:00,31.871395111083984
projectA_60307052_60306981,temperature,2026-06-02 08:12:32.710778+00:00,31.853364944458008
projectA_60307052_60306981,temperature,2026-06-02 08:12:43.051690+00:00,31.871395111083984
projectA_60307052_60306981,temperature,2026-06-02 08:12:45.123847+00:00,31.835336685180664
projectA_60307052_60306981,temperature,2026-06-02 08:12:49.110255+00:00,31.853364944458008
projectA_60307052_60306981,temperature,2026-06-02 08:12:51.208095+00:00,31.835336685180664
projectA_60307052_60306981,temperature,2026-06-02 08:12:53.189339+00:00,31.817306518554688
projectA_60307052_60306981,temperature,2026-06-02 08:12:55.302055+00:00,31.835336685180664
projectA_60307052_60306981,temperature,2026-06-02 08:12:59.399220+00:00,31.853364944458008
projectA_60307052_60306981,temperature,2026-06-02 08:13:03.494846+00:00,31.817306518554688
projectA_60307052_60306981,temperature,2026-06-02 08:13:05.559829+00:00,31.835336685180664
projectA_60307052_60306981,temperature,2026-06-02 08:13:07.665091+00:00,31.78125
projectA_60307052_60306981,temperature,2026-06-02 08:13:11.625578+00:00,31.817306518554688
projectA_60307052_60306981,temperature,2026-06-02 08:13:13.719111+00:00,31.799278259277344
projectA_60307052_60306981,temperature,2026-06-02 08:13:15.751529+00:00,31.78125
projectA_60307052_60306981,temperature,2026-06-02 08:13:17.774804+00:00,31.799278259277344
projectA_60307052_60306981,temperature,2026-06-02 08:13:21.870246+00:00,31.763221740722656
projectA_60307052_60306981,temperature,2026-06-02 08:13:23.911653+00:00,31.78125
projectA_60307052_60306981,temperature,2026-06-02 08:13:25.966334+00:00,31.763221740722656
projectA_60307052_60306981,temperature,2026-06-02 08:13:28.025560+00:00,31.78125
projectA_60307052_60306981,temperature,2026-06-02 08:13:36.200809+00:00,31.745193481445312
projectA_60307052_60306981,temperature,2026-06-02 08:13:38.289830+00:00,31.727163314819336
projectA_60307052_60306981,temperature,2026-06-02 08:13:40.298270+00:00,31.745193481445312
projectA_60307052_60306981,temperature,2026-06-02 08:13:42.399109+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:13:44.427335+00:00,31.745193481445312
projectA_60307052_60306981,temperature,2026-06-02 08:13:48.487569+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:13:52.582470+00:00,31.727163314819336
projectA_60307052_60306981,temperature,2026-06-02 08:13:54.662841+00:00,31.691104888916016
projectA_60307052_60306981,temperature,2026-06-02 08:13:56.678035+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:13:58.803471+00:00,31.745193481445312
projectA_60307052_60306981,temperature,2026-06-02 08:14:00.858586+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:14:04.870081+00:00,31.727163314819336
projectA_60307052_60306981,temperature,2026-06-02 08:14:06.917494+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:14:08.967176+00:00,31.673076629638672
projectA_60307052_60306981,temperature,2026-06-02 08:14:11.015970+00:00,31.727163314819336
projectA_60307052_60306981,temperature,2026-06-02 08:14:13.063691+00:00,31.691104888916016
projectA_60307052_60306981,temperature,2026-06-02 08:14:15.028052+00:00,31.655048370361328
projectA_60307052_60306981,temperature,2026-06-02 08:14:17.159795+00:00,31.691104888916016
projectA_60307052_60306981,temperature,2026-06-02 08:14:19.214658+00:00,31.70913314819336
projectA_60307052_60306981,temperature,2026-06-02 08:14:21.259137+00:00,31.691104888916016
projectA_60307052_60306981,temperature,2026-06-02 08:14:23.302493+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:14:25.351193+00:00,31.673076629638672
projectA_60307052_60306981,temperature,2026-06-02 08:14:27.398713+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:14:31.283727+00:00,31.673076629638672
projectA_60307052_60306981,temperature,2026-06-02 08:14:31.285762+00:00,31.655048370361328
projectA_60307052_60306981,temperature,2026-06-02 08:14:33.543181+00:00,31.673076629638672
projectA_60307052_60306981,temperature,2026-06-02 08:14:35.589522+00:00,31.655048370361328
projectA_60307052_60306981,temperature,2026-06-02 08:14:37.639173+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:14:43.695924+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:14:45.736381+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:14:47.777203+00:00,31.655048370361328
projectA_60307052_60306981,temperature,2026-06-02 08:14:49.928951+00:00,31.618989944458008
projectA_60307052_60306981,temperature,2026-06-02 08:14:51.873158+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:14:53.932978+00:00,31.618989944458008
projectA_60307052_60306981,temperature,2026-06-02 08:14:55.969507+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:14:58.016618+00:00,31.618989944458008
projectA_60307052_60306981,temperature,2026-06-02 08:15:00.084550+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:15:02.204046+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:15:06.295986+00:00,31.637020111083984
projectA_60307052_60306981,temperature,2026-06-02 08:15:08.317662+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:15:10.313864+00:00,31.582931518554688
projectA_60307052_60306981,temperature,2026-06-02 08:15:12.353397+00:00,31.564903259277344
projectA_60307052_60306981,temperature,2026-06-02 08:15:16.487524+00:00,31.600961685180664
projectA_60307052_60306981,temperature,2026-06-02 08:15:20.545779+00:00,31.582931518554688
projectA_60307052_60306981,temperature,2026-06-02 08:15:24.641462+00:00,31.564903259277344
projectA_60307052_60306981,temperature,2026-06-02 08:15:26.688882+00:00,31.546875
projectA_60307052_60306981,temperature,2026-06-02 08:15:28.737448+00:00,31.582931518554688
projectA_60307052_60306981,temperature,2026-06-02 08:15:32.883064+00:00,31.564903259277344
projectA_60307052_60306981,temperature,2026-06-02 08:15:45.121344+00:00,31.546875
projectA_60307052_60306981,temperature,2026-06-02 08:15:47.201523+00:00,31.528846740722656
projectA_60307052_60306981,temperature,2026-06-02 08:15:51.269018+00:00,31.510818481445312
projectA_60307052_60306981,temperature,2026-06-02 08:15:53.317562+00:00,31.528846740722656
projectA_60307052_60306981,temperature,2026-06-02 08:15:55.380620+00:00,31.510818481445312
projectA_60307052_60306981,temperature,2026-06-02 08:15:57.410202+00:00,31.528846740722656
projectA_60307052_60306981,temperature,2026-06-02 08:15:59.476562+00:00,31.492788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:01.516639+00:00,31.510818481445312
projectA_60307052_60306981,temperature,2026-06-02 08:16:03.898109+00:00,31.528846740722656
projectA_60307052_60306981,temperature,2026-06-02 08:16:11.754401+00:00,31.510818481445312
projectA_60307052_60306981,temperature,2026-06-02 08:16:15.888886+00:00,31.492788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:17.958073+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:19.900829+00:00,31.492788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:21.985952+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:24.046842+00:00,31.492788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:26.081655+00:00,31.510818481445312
projectA_60307052_60306981,temperature,2026-06-02 08:16:28.195056+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:30.179909+00:00,31.492788314819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:32.302276+00:00,31.456729888916016
projectA_60307052_60306981,temperature,2026-06-02 08:16:34.278711+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:36.399602+00:00,31.456729888916016
projectA_60307052_60306981,temperature,2026-06-02 08:16:42.476575+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:16:44.603915+00:00,31.456729888916016
projectA_60307052_60306981,temperature,2026-06-02 08:16:46.562453+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:16:50.659656+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:16:52.708565+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:16:58.850090+00:00,31.456729888916016
projectA_60307052_60306981,temperature,2026-06-02 08:17:00.897563+00:00,31.47475814819336
projectA_60307052_60306981,temperature,2026-06-02 08:17:02.946916+00:00,31.420673370361328
projectA_60307052_60306981,temperature,2026-06-02 08:17:04.995523+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:17:09.108341+00:00,31.456729888916016
projectA_60307052_60306981,temperature,2026-06-02 08:17:11.294268+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:17:13.190780+00:00,31.402645111083984
projectA_60307052_60306981,temperature,2026-06-02 08:17:15.298691+00:00,31.420673370361328
projectA_60307052_60306981,temperature,2026-06-02 08:17:19.230096+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:17:23.325698+00:00,31.402645111083984
projectA_60307052_60306981,temperature,2026-06-02 08:17:33.568916+00:00,31.420673370361328
projectA_60307052_60306981,temperature,2026-06-02 08:17:37.661622+00:00,31.438701629638672
projectA_60307052_60306981,temperature,2026-06-02 08:17:39.709759+00:00,31.402645111083984
projectA_60307052_60306981,temperature,2026-06-02 08:17:41.758270+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:17:45.853686+00:00,31.402645111083984
projectA_60307052_60306981,temperature,2026-06-02 08:17:49.960508+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:17:52.002498+00:00,31.384614944458008
projectA_60307052_60306981,temperature,2026-06-02 08:17:54.046057+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:18:02.195065+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:04.285422+00:00,31.384614944458008
projectA_60307052_60306981,temperature,2026-06-02 08:18:06.334375+00:00,31.402645111083984
projectA_60307052_60306981,temperature,2026-06-02 08:18:08.380842+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:18:10.430218+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:12.477576+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:18:14.526007+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:18:16.574042+00:00,31.384614944458008
projectA_60307052_60306981,temperature,2026-06-02 08:18:18.624564+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:18:22.716674+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:24.765954+00:00,31.366586685180664
projectA_60307052_60306981,temperature,2026-06-02 08:18:26.816626+00:00,31.384614944458008
projectA_60307052_60306981,temperature,2026-06-02 08:18:31.084505+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:32.962097+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:18:35.120828+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:37.059015+00:00,31.3125
projectA_60307052_60306981,temperature,2026-06-02 08:18:39.121483+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:41.207801+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:18:43.218246+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:18:45.249127+00:00,31.3125
projectA_60307052_60306981,temperature,2026-06-02 08:18:49.344667+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:18:51.390800+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:18:53.439297+00:00,31.348556518554688
projectA_60307052_60306981,temperature,2026-06-02 08:18:55.485111+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:18:59.581677+00:00,31.3125
projectA_60307052_60306981,temperature,2026-06-02 08:19:01.629684+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:19:03.678617+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:19:05.800215+00:00,31.330528259277344
projectA_60307052_60306981,temperature,2026-06-02 08:19:07.776203+00:00,31.3125
projectA_60307052_60306981,temperature,2026-06-02 08:19:09.895991+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:19:13.997168+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:19:15.974700+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:19:18.022196+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:19:24.162644+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:19:26.207982+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:19:32.599792+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:19:34.604843+00:00,31.258413314819336
projectA_60307052_60306981,temperature,2026-06-02 08:19:42.599303+00:00,31.294471740722656
projectA_60307052_60306981,temperature,2026-06-02 08:19:44.786893+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:19:50.783703+00:00,31.276443481445312
projectA_60307052_60306981,temperature,2026-06-02 08:19:52.799508+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:19:59.016574+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:20:03.071228+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:20:05.420582+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:20:07.172954+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:20:11.203262+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:15.256098+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:20:17.393268+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:19.356773+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:20:21.405264+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:23.449382+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:20:27.544681+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:20:29.697026+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:20:31.698841+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:35.804283+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:20:37.785698+00:00,31.168270111083984
projectA_60307052_60306981,temperature,2026-06-02 08:20:39.832932+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:48.025567+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:20:50.080191+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:52.074448+00:00,31.24038314819336
projectA_60307052_60306981,temperature,2026-06-02 08:20:56.218058+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:20:58.265361+00:00,31.168270111083984
projectA_60307052_60306981,temperature,2026-06-02 08:21:00.312307+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:04.409006+00:00,31.150239944458008
projectA_60307052_60306981,temperature,2026-06-02 08:21:06.456219+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:21:08.511904+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:14.649308+00:00,31.222354888916016
projectA_60307052_60306981,temperature,2026-06-02 08:21:16.713011+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:20.793950+00:00,31.168270111083984
projectA_60307052_60306981,temperature,2026-06-02 08:21:22.842781+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:24.889029+00:00,31.168270111083984
projectA_60307052_60306981,temperature,2026-06-02 08:21:29.001575+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:21:31.044199+00:00,31.150239944458008
projectA_60307052_60306981,temperature,2026-06-02 08:21:35.134849+00:00,31.168270111083984
projectA_60307052_60306981,temperature,2026-06-02 08:21:37.190228+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:39.290157+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:21:41.277368+00:00,31.204326629638672
projectA_60307052_60306981,temperature,2026-06-02 08:21:43.322039+00:00,31.186298370361328
projectA_60307052_60306981,temperature,2026-06-02 08:21:45.376088+00:00,31.114181518554688
